cell	feat	expr_map	expr_ci_lower	expr_ci_upper
51	KIAA2018	0	0	6
51	PAPPA	34	23	51
51	PIEZO1	2	1	9
51	C14orf132	21	13	35
51	ABCA2	9	4	20
51	MALAT1	2	1	9
51	CHD8	24	14	41
51	NRIP1	2	1	9
51	LRP1	51	38	71
51	PIK3CA	2	1	11
51	DOPEY1	2	1	12
51	FRY	0	0	8
51	SPTAN1	44	31	61
51	AFF4	2	1	11
51	POLQ	0	0	7
51	LMTK2	0	0	8
51	CASC5	0	0	7
51	NUP98	2	1	11
51	THBS1	216	192	245
51	NOTCH2	28	18	44
51	USP24	0	0	7
51	FBN2	108	89	132
51	HIVEP2	2	1	12
51	SLC38A1	0	0	6
51	PRKCA	17	9	31
51	LYST	0	0	7
51	LUZP1	0	0	7
51	GTF3C1	8	4	18
51	KIAA1199	45	33	61
51	PRKDC	2	1	10
51	PRPF8	38	27	54
51	FLNA	143	121	170
51	ZC3H13	0	0	6
51	C17orf51	2	1	9
51	CREBBP	9	4	20
51	BRCA2	0	0	7
51	DIP2C	2	1	10
51	TNRC6A	0	0	6
51	UBR2	0	0	8
51	KIAA1462	15	8	26
51	REV3L	0	0	6
51	ZKSCAN2	7	3	17
51	FOSB	0	0	6
51	PHIP	0	0	7
51	HEATR5B	0	0	7
51	PLXNA1	0	0	6
51	SON	17	10	30
51	CBX5	2	1	9
51	ANKRD52	0	0	6
51	EGFR	4	2	13
51	RAB3B	0	0	6
51	TMOD2	0	0	6
51	IGF2R	37	26	53
51	PCNX	13	7	25
51	AGPS	2	1	11
51	TLN1	4	2	13
51	DSEL	4	2	14
51	FYCO1	4	2	13
51	GTF3C4	0	0	6
51	KIAA1147	0	0	8
51	NUMA1	18	10	33
51	TEAD1	16	9	27
51	UBR5	0	0	5
51	HIVEP1	0	0	6
51	DYNC1H1	39	28	56
51	ALMS1	0	0	6
51	ATP11A	0	0	7
51	VPS13A	9	4	20
51	USP34	0	0	7
51	HERC2	0	0	7
51	RNF169	2	1	12
51	TPR	4	2	13
51	CEP250	0	0	7
51	SPTBN1	38	27	53
51	MAN1A2	5	2	15
51	H6PD	2	1	10
51	ALPK2	9	4	19
51	AMOTL1	5	2	15
51	NR4A1	0	0	6
51	FAM208B	4	2	14
51	DOCK7	0	0	6
51	KPNA4	4	2	13
51	KIDINS220	0	0	6
51	MYH10	28	19	41
51	SIPA1L3	4	2	13
51	FLNB	9	4	20
51	MED14	0	0	6
51	ZFC3H1	2	1	11
51	TNC	32	22	47
51	NF1	12	6	24
51	DNAJC13	2	1	9
51	ROCK2	2	1	8
51	SMARCA5	0	0	5
51	PTPN14	11	5	22
51	DIP2B	5	2	15
51	USP9X	9	4	21
51	GPR107	8	4	18
51	SLC5A3	0	0	6
51	QSER1	0	0	8
51	CENPF	0	0	6
51	VCAN	6	3	15
51	ASCC3	2	1	10
51	AFAP1	2	1	11
51	SSH1	4	2	13
51	CKAP5	11	5	23
51	FASN	12	6	25
51	PDS5A	9	4	21
51	VPS13D	7	3	18
51	HELZ2	2	1	11
51	COL5A1	44	31	61
51	PRRC2B	21	13	34
51	DIEXF	0	0	6
51	FLNC	31	21	46
51	STARD9	0	0	7
51	AKAP11	0	0	7
51	ITGA2	4	2	13
51	CACNA1A	9	4	22
51	SLC7A11	11	5	22
51	SCUBE3	25	16	40
51	THSD4	2	1	10
51	SVEP1	58	44	78
46	MAN1A2	0	0	7
46	FBN2	8	4	17
46	SPTAN1	13	7	24
46	COL7A1	0	0	6
46	PCNX	2	1	10
46	FAM208B	0	0	7
46	CACNA1A	0	0	7
46	RAB3B	18	10	32
46	HIVEP2	5	2	16
46	CHD8	2	1	12
46	AKAP11	0	0	7
46	TNRC6A	4	2	13
46	SCUBE3	0	0	6
46	SON	26	17	41
46	GTF3C1	6	3	15
46	DYNC1H1	24	15	38
46	SLC38A1	0	0	6
46	THBS1	12	7	21
46	DIP2C	6	3	17
46	SVEP1	2	1	9
46	KIDINS220	4	2	14
46	DIEXF	0	0	6
46	KIAA1199	0	0	5
46	TEAD1	4	2	11
46	DSEL	0	0	6
46	SRRM2	28	18	42
46	CASC5	0	0	7
46	PIK3CA	0	0	7
46	PTPN14	15	9	28
46	FRY	0	0	8
46	TMOD2	2	1	10
46	KIAA1462	25	16	40
46	ROCK2	10	5	20
46	LMTK2	0	0	8
46	LYST	0	0	7
46	TPR	19	12	33
46	MALAT1	0	0	5
46	FASN	0	0	7
46	NR4A1	0	0	6
46	MYH10	4	2	11
46	REV3L	0	0	6
46	FOSB	2	1	9
46	GTF3C4	0	0	6
46	HEATR5B	0	0	7
46	STARD9	0	0	7
46	TLN1	8	4	19
46	HIVEP1	0	0	6
46	PRKDC	2	1	10
46	ITGA2	0	0	6
46	FLNB	0	0	6
46	USP9X	0	0	6
46	CENPF	31	21	47
46	THSD4	0	0	6
46	C17orf51	2	1	9
46	TNC	25	17	40
46	CBL	0	0	7
46	NF1	4	2	14
46	KIAA2018	2	1	10
46	DNAJC13	4	2	12
46	PAPPA	2	1	10
46	PHIP	0	0	7
46	AGPS	0	0	7
46	FBN1	4	2	11
46	PDS5A	7	3	18
46	NUMA1	2	1	12
46	VPS13A	0	0	6
46	FLNC	10	5	20
46	MKI67	68	52	88
46	USP34	2	1	11
46	USP24	2	1	12
46	PRPF8	25	16	39
46	SMARCA5	2	1	9
46	ATP11A	0	0	7
46	CKAP5	28	18	44
46	FZD4	0	0	7
46	CBX5	6	3	15
46	DIP2B	0	0	7
46	PLXNA1	2	1	10
46	ARL10	0	0	7
46	LUZP1	0	0	7
46	NKTR	0	0	5
46	FLNA	47	35	64
46	KPNA4	0	0	6
46	NRIP1	0	0	6
46	ABCA2	0	0	6
46	CEP250	0	0	7
46	H6PD	0	0	6
46	FYCO1	6	3	16
46	AFAP1	2	1	11
46	DOPEY1	0	0	7
46	ZFC3H1	0	0	7
46	NOTCH2	0	0	6
46	KIAA1147	0	0	8
46	C14orf132	2	1	9
46	UBR5	6	3	15
46	GPR107	4	2	12
46	NUP98	7	3	18
46	HELZ2	0	0	7
46	AMOTL1	10	4	22
46	BRCA2	0	0	7
46	ALMS1	0	0	6
46	DOCK7	0	0	6
46	UBR2	0	0	8
46	LRP1	6	3	16
46	RNF169	0	0	7
46	PRKCA	2	1	11
46	HERC2	4	2	14
46	SSH1	4	2	13
46	EGFR	0	0	6
46	PIEZO1	0	0	6
46	POLQ	0	0	7
46	COL5A1	8	4	19
46	ZC3H13	18	10	31
46	VPS13D	0	0	7
46	ZKSCAN2	0	0	6
46	QSER1	0	0	8
46	SLC5A3	0	0	6
46	VCAN	0	0	5
46	SIPA1L3	0	0	6
46	SPTBN1	40	29	56
46	ALPK2	0	0	6
46	SLC7A11	2	1	10
46	CREBBP	9	4	20
46	IGF2R	4	2	12
46	ANKRD52	0	0	6
46	MED14	6	3	17
46	PRRC2B	8	4	18
46	AFF4	0	0	7
46	ASCC3	0	0	6
46	IQGAP1	30	21	44
38	CEP250	0	0	7
38	IQGAP1	4	2	11
38	NR4A1	0	0	6
38	LYST	0	0	7
38	THBS1	30	22	43
38	KIDINS220	0	0	6
38	DYNC1H1	26	17	41
38	ABCA2	0	0	6
38	SVEP1	2	1	9
38	AMOTL1	10	4	22
38	NRIP1	0	0	6
38	FBN1	6	3	14
38	HIVEP2	2	1	12
38	CENPF	0	0	6
38	UBR5	0	0	5
38	DNAJC13	2	1	9
38	DIP2B	0	0	7
38	PHIP	0	0	7
38	NUMA1	0	0	7
38	THSD4	0	0	6
38	ITGA2	0	0	6
38	SIPA1L3	0	0	6
38	FRY	0	0	8
38	CACNA1A	0	0	7
38	KIAA2018	0	0	6
38	DOCK7	11	5	23
38	KIAA1462	15	8	26
38	FBN2	8	4	17
38	GPR107	0	0	5
38	VPS13A	0	0	6
38	ROCK2	2	1	8
38	USP9X	0	0	6
38	VCAN	0	0	5
38	AFAP1	0	0	7
38	SMARCA5	4	2	12
38	UBR2	8	3	21
38	FZD4	0	0	7
38	IGF2R	0	0	5
38	FLNB	4	2	14
38	SPTAN1	17	10	30
38	AFF4	5	2	15
38	KIAA1147	0	0	8
38	DSEL	0	0	6
38	PAPPA	0	0	6
38	TNC	0	0	5
38	NKTR	0	0	5
38	TMOD2	0	0	6
38	FLNC	12	6	23
38	PIK3CA	0	0	7
38	TPR	11	5	22
38	NUP98	0	0	7
38	ZFC3H1	0	0	7
38	USP34	0	0	7
38	FAM208B	0	0	7
38	KIAA1199	0	0	5
38	SSH1	0	0	6
38	PCNX	0	0	6
38	MAN1A2	0	0	7
38	RNF169	0	0	7
38	CBX5	2	1	9
38	PDS5A	0	0	7
38	HERC2	0	0	7
38	PLXNA1	0	0	6
38	MALAT1	0	0	5
38	SPTBN1	18	11	29
38	CREBBP	2	1	10
38	HIVEP1	0	0	6
38	REV3L	0	0	6
38	LUZP1	2	1	12
38	C17orf51	0	0	6
38	HEATR5B	0	0	7
38	FLNA	32	23	47
38	CASC5	0	0	7
38	POLQ	0	0	7
38	SCUBE3	0	0	6
38	SON	0	0	6
38	H6PD	0	0	6
38	RAB3B	0	0	6
38	NF1	0	0	6
38	ALMS1	0	0	6
38	PRKCA	0	0	7
38	GTF3C4	0	0	6
38	FASN	0	0	7
38	ANKRD52	0	0	6
38	COL5A1	0	0	6
38	NOTCH2	0	0	6
38	DIEXF	2	1	10
38	ATP11A	0	0	7
38	FYCO1	2	1	9
38	CKAP5	0	0	6
38	BRCA2	0	0	7
38	PTPN14	2	1	10
38	CHD8	13	6	28
38	PRRC2B	10	5	21
38	TEAD1	4	2	11
38	ZC3H13	6	3	16
38	TNRC6A	0	0	6
38	DOPEY1	0	0	7
38	GTF3C1	6	3	15
38	PIEZO1	0	0	6
38	ASCC3	2	1	10
38	COL7A1	0	0	6
38	FOSB	2	1	9
38	USP24	0	0	7
38	AKAP11	0	0	7
38	SLC7A11	0	0	6
38	EGFR	2	1	10
38	PRKDC	2	1	10
38	TLN1	4	2	13
38	PRPF8	16	10	28
38	MYH10	2	1	8
38	STARD9	0	0	7
38	MED14	0	0	6
38	VPS13D	2	1	11
38	LMTK2	0	0	8
38	SLC5A3	0	0	6
38	CBL	0	0	7
38	AGPS	0	0	7
38	ALPK2	0	0	6
38	HELZ2	0	0	7
38	C14orf132	2	1	9
38	QSER1	0	0	8
38	LRP1	0	0	6
38	MKI67	0	0	5
38	SLC38A1	2	1	9
38	ZKSCAN2	0	0	6
38	SRRM2	4	2	12
38	ARL10	0	0	7
38	KPNA4	0	0	6
38	DIP2C	0	0	6
15	LYST	0	0	7
15	DIP2B	0	0	7
15	RAB3B	0	0	6
15	CACNA1A	0	0	7
15	ARL10	0	0	7
15	SLC38A1	0	0	6
15	FYCO1	2	1	9
15	USP9X	4	2	14
15	FASN	0	0	7
15	TNRC6A	0	0	6
15	SMARCA5	2	1	9
15	UBR2	0	0	8
15	FBN2	0	0	5
15	UBR5	0	0	5
15	ABCA2	0	0	6
15	KIDINS220	0	0	6
15	HIVEP1	0	0	6
15	PRKCA	2	1	11
15	LMTK2	0	0	8
15	POLQ	0	0	7
15	IGF2R	8	4	17
15	PAPPA	4	2	13
15	KIAA1199	7	4	16
15	CASC5	0	0	7
15	H6PD	4	2	14
15	SCUBE3	2	1	10
15	SLC7A11	4	2	13
15	FAM208B	0	0	7
15	COL5A1	17	10	30
15	ASCC3	2	1	10
15	ROCK2	12	6	22
15	KPNA4	0	0	6
15	SLC5A3	0	0	6
15	DOPEY1	0	0	7
15	ALPK2	2	1	10
15	SPTAN1	8	4	19
15	CREBBP	4	2	14
15	HELZ2	0	0	7
15	HEATR5B	0	0	7
15	FLNA	34	24	49
15	REV3L	0	0	6
15	DIEXF	0	0	6
15	AMOTL1	0	0	7
15	MKI67	0	0	5
15	KIAA1147	0	0	8
15	CKAP5	2	1	10
15	SVEP1	0	0	5
15	FZD4	0	0	7
15	BRCA2	0	0	7
15	HERC2	2	1	11
15	FBN1	14	8	25
15	TEAD1	2	1	8
15	PRPF8	8	4	18
15	DIP2C	2	1	10
15	SRRM2	15	8	27
15	PRKDC	4	2	13
15	EGFR	0	0	6
15	GTF3C4	0	0	6
15	NR4A1	0	0	6
15	USP34	0	0	7
15	USP24	5	2	16
15	COL7A1	0	0	6
15	THSD4	2	1	10
15	PLXNA1	0	0	6
15	SON	6	3	16
15	DOCK7	0	0	6
15	STARD9	0	0	7
15	VPS13D	2	1	11
15	CENPF	0	0	6
15	PDS5A	4	2	14
15	SIPA1L3	2	1	9
15	GPR107	2	1	9
15	PIEZO1	0	0	6
15	SSH1	2	1	10
15	ANKRD52	0	0	6
15	ZKSCAN2	0	0	6
15	TMOD2	0	0	6
15	NRIP1	0	0	6
15	ZFC3H1	0	0	7
15	NOTCH2	4	2	14
15	ALMS1	0	0	6
15	CEP250	0	0	7
15	SPTBN1	14	8	24
15	AFAP1	0	0	7
15	PRRC2B	15	8	26
15	FRY	0	0	8
15	VPS13A	6	3	17
15	TNC	15	8	26
15	MAN1A2	0	0	7
15	AGPS	0	0	7
15	LUZP1	0	0	7
15	HIVEP2	0	0	7
15	NKTR	0	0	5
15	CBL	7	3	18
15	TLN1	15	8	28
15	DSEL	0	0	6
15	NF1	0	0	6
15	FLNB	4	2	14
15	PCNX	0	0	6
15	CBX5	0	0	5
15	AFF4	0	0	7
15	DNAJC13	0	0	6
15	MED14	0	0	6
15	MALAT1	2	1	9
15	QSER1	0	0	8
15	ZC3H13	2	1	10
15	AKAP11	0	0	7
15	TPR	11	5	22
15	FOSB	2	1	9
15	DYNC1H1	24	15	38
15	VCAN	4	2	12
15	NUMA1	7	3	19
15	PIK3CA	0	0	7
15	LRP1	2	1	10
15	PTPN14	2	1	10
15	NUP98	7	3	18
15	PHIP	2	1	12
15	KIAA2018	0	0	6
15	KIAA1462	15	8	26
15	ITGA2	0	0	6
15	CHD8	5	2	16
15	THBS1	10	6	19
15	RNF169	0	0	7
15	GTF3C1	2	1	9
15	C17orf51	0	0	6
15	ATP11A	0	0	7
15	MYH10	14	8	24
15	C14orf132	8	4	18
15	FLNC	0	0	5
15	IQGAP1	2	1	8
52	CREBBP	9	4	20
52	FZD4	0	0	7
52	FAM208B	14	7	28
52	DSEL	0	0	6
52	EGFR	0	0	6
52	TNRC6A	2	1	10
52	UBR5	0	0	5
52	CHD8	5	2	16
52	IGF2R	0	0	5
52	SLC38A1	0	0	6
52	MED14	0	0	6
52	HIVEP1	0	0	6
52	GPR107	0	0	5
52	FYCO1	2	1	9
52	KIDINS220	0	0	6
52	COL5A1	46	33	64
52	AGPS	0	0	7
52	FBN2	8	4	17
52	DIP2B	0	0	7
52	ITGA2	0	0	6
52	AKAP11	0	0	7
52	NR4A1	0	0	6
52	RNF169	0	0	7
52	CENPF	0	0	6
52	SRRM2	47	34	65
52	NOTCH2	2	1	10
52	VCAN	0	0	5
52	MKI67	0	0	5
52	C17orf51	0	0	6
52	SCUBE3	18	10	31
52	LRP1	15	9	28
52	BRCA2	0	0	7
52	THSD4	20	12	34
52	THBS1	130	111	152
52	HELZ2	0	0	7
52	KPNA4	0	0	6
52	USP34	0	0	7
52	PRKDC	2	1	10
52	HERC2	0	0	7
52	GTF3C4	0	0	6
52	SON	6	3	16
52	DIEXF	0	0	6
52	FRY	0	0	8
52	AFF4	0	0	7
52	SIPA1L3	4	2	13
52	CACNA1A	2	1	11
52	ASCC3	0	0	6
52	FOSB	0	0	6
52	SLC5A3	0	0	6
52	SMARCA5	2	1	9
52	AMOTL1	0	0	7
52	DOCK7	9	4	20
52	MAN1A2	0	0	7
52	FLNA	112	93	137
52	TMOD2	0	0	6
52	NUMA1	2	1	12
52	PDS5A	0	0	7
52	CBX5	0	0	5
52	QSER1	0	0	8
52	HIVEP2	0	0	7
52	PCNX	4	2	13
52	DYNC1H1	35	24	51
52	ABCA2	7	3	17
52	TPR	11	5	22
52	ALPK2	13	7	25
52	COL7A1	0	0	6
52	DIP2C	0	0	6
52	ROCK2	6	3	14
52	LMTK2	0	0	8
52	PHIP	0	0	7
52	ZKSCAN2	2	1	10
52	USP9X	0	0	6
52	UBR2	0	0	8
52	RAB3B	0	0	6
52	ATP11A	2	1	11
52	LUZP1	0	0	7
52	DNAJC13	4	2	12
52	HEATR5B	2	1	12
52	TEAD1	8	4	17
52	PLXNA1	0	0	6
52	FLNB	9	4	20
52	SSH1	6	3	16
52	CEP250	2	1	11
52	NF1	4	2	14
52	SLC7A11	2	1	10
52	PRKCA	22	13	37
52	NKTR	4	2	12
52	FASN	0	0	7
52	VPS13A	0	0	6
52	REV3L	2	1	10
52	ALMS1	2	1	10
52	KIAA1147	0	0	8
52	TLN1	0	0	6
52	FLNC	33	23	48
52	NRIP1	0	0	6
52	ZC3H13	0	0	6
52	KIAA1199	1	1	8
52	PIK3CA	2	1	11
52	IQGAP1	18	11	30
52	ZFC3H1	2	1	11
52	ANKRD52	2	1	9
52	H6PD	0	0	6
52	PRPF8	50	37	68
52	MALAT1	0	0	5
52	DOPEY1	0	0	7
52	CBL	2	1	11
52	PAPPA	0	0	6
52	C14orf132	0	0	6
52	SPTBN1	20	12	32
52	TNC	12	7	24
52	CKAP5	11	5	23
52	KIAA1462	0	0	5
52	AFAP1	4	2	15
52	KIAA2018	4	2	14
52	MYH10	6	3	14
52	PTPN14	6	3	16
52	PIEZO1	0	0	6
52	LYST	0	0	7
52	PRRC2B	10	5	21
52	USP24	0	0	7
52	GTF3C1	10	5	21
52	FBN1	14	8	25
52	STARD9	0	0	7
52	CASC5	2	1	11
52	ARL10	0	0	7
52	SPTAN1	33	22	48
52	SVEP1	12	7	24
52	NUP98	12	6	25
52	POLQ	0	0	7
52	VPS13D	9	4	21
13	THSD4	0	0	6
13	HIVEP1	0	0	6
13	DIP2C	9	4	20
13	H6PD	4	2	14
13	HELZ2	0	0	7
13	FLNC	12	6	23
13	LYST	0	0	7
13	VPS13D	0	0	7
13	DOPEY1	0	0	7
13	CBL	0	0	7
13	IGF2R	8	4	17
13	FYCO1	4	2	13
13	GTF3C1	4	2	12
13	CKAP5	16	9	30
13	COL5A1	28	19	43
13	PRPF8	25	16	39
13	ARL10	0	0	7
13	LRP1	33	23	50
13	ZKSCAN2	2	1	10
13	RNF169	2	1	12
13	DIEXF	0	0	6
13	AKAP11	0	0	7
13	PHIP	2	1	12
13	ZC3H13	2	1	10
13	HEATR5B	2	1	12
13	MALAT1	0	0	5
13	SLC38A1	0	0	6
13	CENPF	0	0	6
13	ABCA2	0	0	6
13	HERC2	7	3	18
13	FBN2	30	21	44
13	C17orf51	0	0	6
13	TMOD2	2	1	10
13	FLNB	7	3	17
13	IQGAP1	26	17	39
13	PLXNA1	0	0	6
13	FOSB	0	0	6
13	PAPPA	16	9	29
13	ITGA2	0	0	6
13	VCAN	4	2	12
13	REV3L	0	0	6
13	GTF3C4	0	0	6
13	FASN	7	3	19
13	SPTAN1	46	33	64
13	NF1	0	0	6
13	AFF4	0	0	7
13	KIAA1147	0	0	8
13	ALPK2	6	3	16
13	CBX5	0	0	5
13	USP24	0	0	7
13	AFAP1	7	3	18
13	FLNA	63	49	82
13	ROCK2	22	14	35
13	SCUBE3	4	2	13
13	TEAD1	8	4	17
13	DOCK7	0	0	6
13	SLC5A3	0	0	6
13	KIAA1199	5	3	14
13	KIAA2018	0	0	6
13	SMARCA5	2	1	9
13	AMOTL1	5	2	15
13	TLN1	8	4	19
13	FZD4	9	4	22
13	DSEL	0	0	6
13	FRY	5	2	17
13	EGFR	0	0	6
13	PIK3CA	4	2	14
13	NKTR	8	4	18
13	VPS13A	0	0	6
13	PRRC2B	15	8	26
13	CACNA1A	0	0	7
13	MYH10	34	24	48
13	USP9X	2	1	10
13	POLQ	0	0	7
13	SIPA1L3	2	1	9
13	NUMA1	39	26	59
13	CASC5	0	0	7
13	SRRM2	8	4	18
13	MAN1A2	0	0	7
13	CEP250	0	0	7
13	SON	31	21	47
13	CHD8	2	1	12
13	DIP2B	0	0	7
13	PTPN14	2	1	10
13	GPR107	6	3	15
13	THBS1	10	6	19
13	ATP11A	0	0	7
13	LUZP1	2	1	12
13	KIAA1462	4	2	12
13	NRIP1	4	2	13
13	ANKRD52	0	0	6
13	PRKDC	0	0	6
13	QSER1	0	0	8
13	FAM208B	0	0	7
13	ALMS1	0	0	6
13	C14orf132	41	29	58
13	AGPS	0	0	7
13	LMTK2	0	0	8
13	COL7A1	0	0	6
13	SVEP1	0	0	5
13	SPTBN1	20	12	32
13	MED14	0	0	6
13	BRCA2	0	0	7
13	SLC7A11	0	0	6
13	ASCC3	9	4	20
13	PRKCA	2	1	11
13	UBR5	0	0	5
13	ZFC3H1	0	0	7
13	SSH1	2	1	10
13	PDS5A	2	1	11
13	NR4A1	0	0	6
13	TNRC6A	4	2	13
13	RAB3B	0	0	6
13	HIVEP2	0	0	7
13	UBR2	0	0	8
13	DYNC1H1	39	28	56
13	STARD9	0	0	7
13	DNAJC13	6	3	15
13	PIEZO1	0	0	6
13	FBN1	37	26	52
13	NOTCH2	0	0	6
13	PCNX	0	0	6
13	MKI67	0	0	5
13	KIDINS220	7	3	18
13	TPR	8	4	19
13	CREBBP	2	1	10
13	KPNA4	0	0	6
13	TNC	2	1	9
13	NUP98	5	2	15
13	USP34	0	0	7
19	KIDINS220	4	2	14
19	TMOD2	0	0	6
19	USP24	0	0	7
19	QSER1	0	0	8
19	IGF2R	10	5	20
19	PIK3CA	0	0	7
19	ZKSCAN2	0	0	6
19	POLQ	0	0	7
19	HERC2	0	0	7
19	NR4A1	0	0	6
19	LYST	0	0	7
19	ATP11A	0	0	7
19	AFAP1	9	4	21
19	NOTCH2	2	1	10
19	IQGAP1	24	16	37
19	RAB3B	2	1	10
19	ARL10	0	0	7
19	CASC5	0	0	7
19	HIVEP2	2	1	12
19	VPS13D	0	0	7
19	KIAA1147	0	0	8
19	THSD4	6	3	16
19	DIP2C	2	1	10
19	DIEXF	0	0	6
19	DOCK7	11	5	23
19	SMARCA5	0	0	5
19	LUZP1	0	0	7
19	NF1	7	3	18
19	PIEZO1	0	0	6
19	PCNX	9	4	19
19	PTPN14	6	3	16
19	FASN	0	0	7
19	THBS1	115	98	137
19	PHIP	0	0	7
19	DNAJC13	6	3	15
19	C14orf132	8	4	18
19	MALAT1	0	0	5
19	NUMA1	0	0	7
19	USP34	5	2	15
19	TNRC6A	6	3	17
19	FLNC	62	48	82
19	RNF169	0	0	7
19	GTF3C4	0	0	6
19	SSH1	4	2	13
19	CBL	0	0	7
19	AGPS	0	0	7
19	KIAA1462	8	4	18
19	REV3L	0	0	6
19	SVEP1	8	4	18
19	HELZ2	0	0	7
19	UBR5	16	10	28
19	VCAN	0	0	5
19	HIVEP1	4	2	13
19	CACNA1A	0	0	7
19	FZD4	0	0	7
19	AKAP11	7	3	19
19	SRRM2	12	7	24
19	SIPA1L3	2	1	9
19	TLN1	22	14	36
19	NUP98	17	9	32
19	SLC5A3	0	0	6
19	TPR	22	13	36
19	FLNA	143	121	170
19	CKAP5	4	2	14
19	AFF4	0	0	7
19	MKI67	0	0	5
19	CBX5	0	0	5
19	SLC38A1	6	3	16
19	FBN2	20	12	32
19	STARD9	0	0	7
19	PAPPA	9	4	20
19	AMOTL1	12	6	26
19	GPR107	0	0	5
19	FLNB	0	0	6
19	COL7A1	0	0	6
19	LMTK2	0	0	8
19	PRRC2B	8	4	18
19	PRKDC	0	0	6
19	CENPF	0	0	6
19	DIP2B	2	1	11
19	UBR2	0	0	8
19	PRPF8	16	10	28
19	H6PD	0	0	6
19	FAM208B	2	1	11
19	C17orf51	0	0	6
19	FYCO1	6	3	16
19	ROCK2	14	8	25
19	CEP250	0	0	7
19	EGFR	6	3	16
19	MAN1A2	0	0	7
19	COL5A1	55	41	74
19	VPS13A	4	2	13
19	DYNC1H1	15	8	27
19	ITGA2	0	0	6
19	NKTR	4	2	12
19	USP9X	2	1	10
19	ABCA2	0	0	6
19	SCUBE3	0	0	6
19	TEAD1	6	3	14
19	MYH10	16	9	27
19	DOPEY1	0	0	7
19	ALMS1	0	0	6
19	ZFC3H1	0	0	7
19	CREBBP	7	3	17
19	GTF3C1	19	12	32
19	TNC	15	8	26
19	LRP1	15	9	28
19	KIAA2018	0	0	6
19	MED14	0	0	6
19	SON	17	10	30
19	ANKRD52	0	0	6
19	ASCC3	18	11	32
19	SPTAN1	81	64	104
19	SLC7A11	0	0	6
19	KIAA1199	21	14	33
19	FRY	0	0	8
19	HEATR5B	2	1	12
19	PLXNA1	0	0	6
19	PDS5A	4	2	14
19	PRKCA	24	15	40
19	FOSB	4	2	13
19	FBN1	26	18	40
19	ALPK2	4	2	13
19	NRIP1	2	1	9
19	SPTBN1	34	24	49
19	ZC3H13	0	0	6
19	BRCA2	0	0	7
19	CHD8	16	8	31
19	DSEL	0	0	6
19	KPNA4	0	0	6
9	ATP11A	0	0	7
9	MYH10	2	1	8
9	PDS5A	0	0	7
9	KIAA1462	8	4	18
9	HIVEP1	0	0	6
9	TEAD1	2	1	8
9	TNRC6A	0	0	6
9	LMTK2	0	0	8
9	COL7A1	0	0	6
9	NUP98	5	2	15
9	MED14	0	0	6
9	DIEXF	0	0	6
9	ZKSCAN2	0	0	6
9	COL5A1	46	33	64
9	SPTAN1	11	5	21
9	MKI67	0	0	5
9	SLC38A1	4	2	13
9	STARD9	0	0	7
9	ANKRD52	0	0	6
9	UBR2	0	0	8
9	HEATR5B	0	0	7
9	SPTBN1	8	4	17
9	ZC3H13	6	3	16
9	RNF169	2	1	12
9	CEP250	0	0	7
9	GTF3C4	2	1	10
9	NKTR	0	0	5
9	PRPF8	19	11	31
9	NR4A1	0	0	6
9	IGF2R	14	8	25
9	ABCA2	0	0	6
9	DOCK7	6	3	17
9	ROCK2	0	0	5
9	CACNA1A	0	0	7
9	CHD8	0	0	8
9	FZD4	0	0	7
9	AFF4	0	0	7
9	FLNA	100	82	123
9	DIP2B	0	0	7
9	MALAT1	0	0	5
9	ALPK2	0	0	6
9	PIEZO1	2	1	9
9	PRKDC	0	0	6
9	CREBBP	2	1	10
9	AGPS	0	0	7
9	LRP1	13	7	25
9	KIAA2018	0	0	6
9	KIAA1147	0	0	8
9	USP9X	2	1	10
9	FYCO1	0	0	6
9	REV3L	0	0	6
9	CKAP5	0	0	6
9	FOSB	0	0	6
9	ITGA2	2	1	10
9	SON	6	3	16
9	UBR5	2	1	9
9	RAB3B	2	1	10
9	TPR	8	4	19
9	PAPPA	16	9	29
9	PCNX	0	0	6
9	FBN1	4	2	11
9	NF1	0	0	6
9	CBX5	0	0	5
9	VPS13A	0	0	6
9	C17orf51	0	0	6
9	VPS13D	2	1	11
9	KPNA4	0	0	6
9	QSER1	0	0	8
9	C14orf132	0	0	6
9	SLC7A11	0	0	6
9	ALMS1	2	1	10
9	PIK3CA	0	0	7
9	GPR107	4	2	12
9	AMOTL1	7	3	19
9	SSH1	0	0	6
9	CASC5	0	0	7
9	HELZ2	0	0	7
9	THSD4	2	1	10
9	DNAJC13	6	3	15
9	HERC2	0	0	7
9	KIAA1199	13	8	24
9	IQGAP1	10	5	19
9	TMOD2	0	0	6
9	KIDINS220	0	0	6
9	PHIP	0	0	7
9	SIPA1L3	0	0	6
9	THBS1	9	5	17
9	FLNC	14	8	26
9	HIVEP2	2	1	12
9	DYNC1H1	17	10	30
9	FAM208B	0	0	7
9	FRY	0	0	8
9	FLNB	0	0	6
9	ZFC3H1	0	0	7
9	PRKCA	12	6	25
9	SVEP1	2	1	9
9	USP24	0	0	7
9	AFAP1	2	1	11
9	SMARCA5	12	7	23
9	H6PD	0	0	6
9	DSEL	0	0	6
9	BRCA2	0	0	7
9	SLC5A3	0	0	6
9	CBL	0	0	7
9	NUMA1	7	3	19
9	PRRC2B	17	10	29
9	FBN2	6	3	14
9	PLXNA1	0	0	6
